3642049
0,0,37,0,103,0,41,0,191,0,421,0,211,
11,97,349,751,3259,1933,3313,3709,9091,13883,14341,15809,31319,
37,241,2609,6011,14173,30493,55793,101287,138451,212873,354301,449203,973757,
139,1777,18061,49391,120097,317969,541417,860941,2253971,2675773,3515089,3641509,3641569,
617,7309,64661,230281,851359,2744449,3604273,3635803,3642031,3641243,3641917,3641951,3642031,
1069,34057,304709,1534751,3626677,3639637,3641753,3641923,3641951,3641507,3641773,3641041,3641933,
3389,116593,1362341,3641951,3642031,3642031,3641881,3642031,3641551,3641881,3640801,3635243,3639287,
11497,463747,3639157,3641851,3641923,3641219,3641041,3636289,3641591,3622741,3641041,3586727,3556939,
17863,1860373,3641917,3642031,3641767,3630929,3640937,3605419,3525061,3596737,3560569,3526771,3363193,
58013,3606901,3641933,3641881,3641569,3609803,3641401,3631951,3585671,3521101,1297633,3546661,0,
136859,3641647,3641509,3639841,3637939,3601669,3455281,2848609,3117661,265717,3008641,1246103,3601669,
239873,3642031,3641809,3640711,3640369,3620597,3641809,3590029,3395921,3555509,3591529,3199249,1901089,
608789,3641857,3641201,3576091,3501739,3194129,0,1849843,0,3455519,0,3280213,0,
1091339,3641917,3640369,3581881,3142747,2774479,3061249,0,0,0,0,0,0,
2899861,3641887,3630269,3518891,3337909,2748061,0,0,0,0,0,0,0,
3620909,3640849,3607489,1530541,0,0,0,0,0,0,0,0,0,
3641951,3628663,3485161,3154531,0,0,0,0,0,0,0,0,0,
3641633,3634303,2163281,1589851,0,0,0,0,0,0,0,0,0,
3642019,3621559,3371497,0,0,0,0,0,0,0,0,0,0,
3642031,3640027,3641401,3628591,0,2902271,3507841,3041407,0,0,0,2367691,0,
3641999,3550837,629281,0,0,0,0,0,0,0,0,0,0,
3641857,3405793,0,0,0,0,0,0,0,0,0,0,0,
3641923,3312733,0,0,0,0,0,0,0,0,0,0,0,
3641831,3641563,3567601,3585671,0,2375059,0,3637801,0,0,0,0,0,
3640031,1265617,0,0,0,0,0,0,0,0,0,0,0,
3641467,2643457,0,0,0,0,0,0,0,0,0,0,0,
3636443,2742127,0,0,0,0,0,0,0,0,0,0,0,
3639319,2856409,0,0,0,0,0,0,0,0,0,0,0,
3623707,2808703,0,0,0,0,0,0,0,0,0,0,0,
3563093,0,0,0,0,0,0,0,0,0,0,0,0,
3623951,0,0,0,0,0,0,0,0,0,0,0,0,
3640849,3638653,3457609,2160031,0,0,0,2205883,0,0,0,0,0,
3408247,0,0,0,0,0,0,0,0,0,0,0,0,
3619643,0,0,0,0,0,0,0,0,0,0,0,0,
3598921,0,0,0,0,0,0,0,0,0,0,0,0,
3641401,2786347,2822689,3395921,0,0,0,0,0,0,0,0,0,
3205777,0,0,0,0,0,0,0,0,0,0,0,0,
2951987,0,0,0,0,0,0,0,0,0,0,0,0,
3507949,0,0,0,0,0,0,0,0,0,0,0,0,
3253631,0,0,0,0,0,0,0,0,0,0,0,0,
2049349,0,0,0,0,0,0,0,0,0,0,0,0,
3190151,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,
3627649,3056149,0,0,0,0,0,0,0,0,0,0,0,
2731381,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,
